25	0.08
93	0.25
23	0.45
42	0.5
15	0.6
36	0.65
79	0.8
60	0.9
94	1
55	1.1
11	1.2
95	1.3
14	1.4
58	1.5
63	1.6
27	1.8
90	2
12	2.1
67	2.15
92	2.3
10	2.37
22	2.4
64	2.5
57	3
82	3.4
34	3.5
21	4
59	4.1
91	4.2
86	4.5
18	4.6
54	4.7
75	5
24	5.15
53	5.3
9	5.5
78	5.7
46	6
66	6.2
17	6.4
50	6.5
29	6.6
98	6.8
33	7
31	7.4
96	7.5
72	7.6
44	8
52	8.1
20	8.2
85	8.5
87	8.6
88	9
61	10
56	11
51	12
48	12.5
26	13
13	14
77	15
47	17
40	18
69	20
16	21
84	22
28	23
38	24
97	25
65	26
74	28
19	30
89	35
62	40
35	45
